file,line,match,tag,snippet
app/science/publications/page.tsx,110,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-6">{section.badge}</span>
app/science/publications/page.tsx,111,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl">{section.title}</h2>
app/science/publications/page.tsx,115,#e6e2dc,,<div key={i} className="rounded-[12px] bg-[#e6e2dc] p-8">
app/science/publications/page.tsx,116,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-3">{item.title}</h3>
app/science/publications/page.tsx,117,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px]">{item.description}</p>
app/science/publications/page.tsx,128,#e6e2dc,,<div className="rounded-[12px] bg-[#e6e2dc] p-12 text-center">
app/science/publications/page.tsx,129,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl tracking-[-0.015em]">Access Our Research</h2>
app/solutions/acute-wound-care/page.tsx,48,#231010,,<div className="absolute inset-0 bg-[#231010]/60" />
app/solutions/acute-wound-care/page.tsx,51,#fbfcff,,<h1 className="font-display font-light text-[#fbfcff] text-4xl md:text-6xl mb-6">Acute Wound Care</h1>
app/solutions/acute-wound-care/page.tsx,57,#efedea,,<section className="relative py-10 md:py-[76px] bg-[#efedea]">
app/solutions/acute-wound-care/page.tsx,62,#fbfcff,,<div className="bg-[#fbfcff] rounded-[12px] p-8 h-full">
app/solutions/acute-wound-care/page.tsx,63,#231010,,<h3 className="font-display font-light text-[#231010] text-xl mb-3">{item.title}</h3>
app/solutions/acute-wound-care/page.tsx,64,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{item.description}</p>
app/solutions/acute-wound-care/page.tsx,73,#fbfcff,,<section className="relative py-10 md:py-[76px] bg-[#fbfcff]">
app/solutions/acute-wound-care/page.tsx,76,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Featured Platform</span>
app/solutions/acute-wound-care/page.tsx,77,#231010,,<h2 className="font-display font-light text-[#231010]">Explore completeFT®</h2>
app/solutions/acute-wound-care/page.tsx,94,#231010,,<h3 className="font-display font-light text-[#231010] text-3xl md:text-4xl mb-4">{featuredProduct.name}</h3>
app/solutions/acute-wound-care/page.tsx,95,#D2A62C,,<p className="text-[14.6px] font-light text-[#D2A62C] leading-[26px] mb-6">{featuredProduct.tagline}</p>
app/solutions/acute-wound-care/page.tsx,96,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px] mb-8">{featuredProduct.description}</p>
app/solutions/acute-wound-care/page.tsx,104,#efedea,,<section className="relative py-10 md:py-[76px] bg-[#efedea]">
app/solutions/acute-wound-care/page.tsx,107,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Clinical Focus</span>
app/solutions/acute-wound-care/page.tsx,108,#231010,,<h2 className="font-display font-light text-[#231010]">Diverse Product Utility</h2>
app/solutions/acute-wound-care/page.tsx,113,#fbfcff,,<div className="bg-[#fbfcff] rounded-[12px] p-8 h-full">
app/solutions/acute-wound-care/page.tsx,114,#231010,,<h3 className="font-display font-light text-[#231010] text-xl mb-3">{item.title}</h3>
app/solutions/acute-wound-care/page.tsx,115,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{item.description}</p>
app/solutions/acute-wound-care/page.tsx,124,#fbfcff,,<section className="relative py-10 md:py-[76px] bg-[#fbfcff]">
app/solutions/acute-wound-care/page.tsx,127,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Product Portfolio</span>
app/solutions/acute-wound-care/page.tsx,128,#231010,,<h2 className="font-display font-light text-[#231010]">Explore Anatomical Solutions</h2>
app/solutions/acute-wound-care/page.tsx,134,#efedea,,<div className="bg-[#efedea] rounded-[12px] p-8 h-full transition-colors duration-200">
app/solutions/acute-wound-care/page.tsx,135,#231010 | #D2A62C,,<h3 className="font-display font-light text-[#231010] text-xl mb-3 group-hover:text-[#D2A62C] transition-colors">{product.title}</h3>
app/solutions/acute-wound-care/page.tsx,136,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px] mb-4">{product.description}</p>
app/solutions/acute-wound-care/page.tsx,137,#D2A62C,,<div className="flex items-center text-[13px] font-normal text-[#D2A62C] transition-transform group-hover:translate-x-1">
app/solutions/aesthetics/page.tsx,45,#efedea,,<div className="absolute inset-0 bg-[#efedea]" />
app/solutions/aesthetics/page.tsx,56,#d2a62c,,<div className="flex items-center gap-2 uppercase text-[#d2a62c]">
app/solutions/aesthetics/page.tsx,61,#231010,,<h1 className="font-display font-light text-[#231010] text-[80px] tracking-[-1.28px] leading-[0.9]">
app/solutions/aesthetics/page.tsx,64,#231010,,<p className="text-[18px] font-light text-[#231010] leading-[1.6] max-w-[520px]">
app/solutions/aesthetics/page.tsx,76,#efedea,,<section id="categories" className="bg-[#efedea] py-[144px]">
app/solutions/aesthetics/page.tsx,79,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/solutions/aesthetics/page.tsx,82,#231010,,<h2 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] tracking-[-1px] leading-none">
app/solutions/aesthetics/page.tsx,107,#fbfcff,,<div className="inline-flex items-center gap-2 text-[13px] font-medium text-[#fbfcff] transition-all duration-300 group-hover:translate-x-1">
app/solutions/aesthetics/page.tsx,122,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/solutions/aesthetics/page.tsx,125,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/solutions/aesthetics/page.tsx,128,#231010,,<h2 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] tracking-[-1px] leading-none">
app/solutions/aesthetics/page.tsx,142,#231010,,<p className="text-[14.6px] font-normal text-[#231010]/60 leading-[25.6px]">The Longest-Lasting Dermal Filler</p>
app/solutions/aesthetics/page.tsx,156,#231010,,<p className="text-[14.6px] font-normal text-[#231010]/60 leading-[25.6px]">Precision Cellulite Treatment</p>
app/solutions/aesthetics/page.tsx,170,#231010,,<p className="text-[14.6px] font-normal text-[#231010]/60 leading-[25.6px]">The Standard in Performance</p>
app/solutions/aesthetics/page.tsx,181,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/solutions/aesthetics/page.tsx,184,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/solutions/aesthetics/page.tsx,187,#231010,,<h2 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] tracking-[-1px] leading-none">
app/solutions/aesthetics/page.tsx,202,#231010,,<div className="flex items-center text-[13.1px] font-medium text-[#231010] leading-[20px] transition-transform group-hover:translate-x-1">
app/solutions/aesthetics/page.tsx,216,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/solutions/aesthetics/page.tsx,218,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px] mb-8">
app/solutions/aesthetics/page.tsx,221,#231010,,<h2 className="font-display font-light text-[#231010] tracking-[-1px] leading-none mb-8" style={{ fontSize: "clamp(36px; 3.3vw; 47.5px)" }}>
app/solutions/body/page.tsx,49,#231010,,<div className="absolute inset-0 bg-[#231010]/60" />
app/solutions/body/page.tsx,52,#fbfcff,,<h1 className="font-display font-light text-[#fbfcff] text-4xl md:text-6xl mb-6">Body</h1>
app/solutions/body/page.tsx,58,#efedea,,<section className="relative py-10 md:py-[76px] bg-[#efedea]">
app/solutions/body/page.tsx,63,#fbfcff,,<div className="bg-[#fbfcff] rounded-[12px] p-8 h-full">
app/solutions/body/page.tsx,64,#231010,,<h3 className="font-display font-light text-[#231010] text-xl mb-3">{item.title}</h3>
app/solutions/body/page.tsx,65,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{item.description}</p>
app/solutions/body/page.tsx,74,#fbfcff,,<section className="relative py-10 md:py-[76px] bg-[#fbfcff]">
app/solutions/body/page.tsx,77,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Featured Innovation</span>
app/solutions/body/page.tsx,78,#231010,,<h2 className="font-display font-light text-[#231010]">Discover alloClae</h2>
app/solutions/body/page.tsx,95,#231010,,<h3 className="font-display font-light text-[#231010] text-3xl md:text-4xl mb-4">{featuredProduct.name}</h3>
app/solutions/body/page.tsx,96,#D2A62C,,<p className="text-[14.6px] font-light text-[#D2A62C] leading-[26px] mb-6">{featuredProduct.tagline}</p>
app/solutions/body/page.tsx,97,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px] mb-8">{featuredProduct.description}</p>
app/solutions/body/page.tsx,105,#efedea,,<section className="relative py-10 md:py-[76px] bg-[#efedea]">
app/solutions/body/page.tsx,108,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Clinical Focus</span>
app/solutions/body/page.tsx,109,#231010,,<h2 className="font-display font-light text-[#231010]">Body Applications</h2>
app/solutions/body/page.tsx,114,#fbfcff,,<div className="bg-[#fbfcff] rounded-[12px] p-8 h-full">
app/solutions/body/page.tsx,115,#231010,,<h3 className="font-display font-light text-[#231010] text-xl mb-3">{item.title}</h3>
app/solutions/body/page.tsx,116,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{item.description}</p>
app/solutions/body/page.tsx,125,#fbfcff,,<section className="relative py-10 md:py-[76px] bg-[#fbfcff]">
app/solutions/body/page.tsx,128,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Product Portfolio</span>
app/solutions/body/page.tsx,129,#231010,,<h2 className="font-display font-light text-[#231010]">Explore Body Solutions</h2>
app/solutions/body/page.tsx,135,#efedea,,<div className="bg-[#efedea] rounded-[12px] p-8 h-full transition-colors duration-200">
app/solutions/body/page.tsx,136,#231010 | #D2A62C,,<h3 className="font-display font-light text-[#231010] text-xl mb-3 group-hover:text-[#D2A62C] transition-colors">{product.title}</h3>
app/solutions/body/page.tsx,137,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px] mb-4">{product.description}</p>
app/solutions/body/page.tsx,138,#D2A62C,,<div className="flex items-center text-[13px] font-normal text-[#D2A62C] transition-transform group-hover:translate-x-1">
app/solutions/breast/page.tsx,49,#231010,,<div className="absolute inset-0 bg-[#231010]/60" />
app/solutions/breast/page.tsx,52,#fbfcff,,<h1 className="font-display font-light text-[#fbfcff] text-4xl md:text-6xl mb-6">Breast</h1>
app/solutions/breast/page.tsx,58,#efedea,,<section className="relative py-10 md:py-[76px] bg-[#efedea]">
app/solutions/breast/page.tsx,63,#fbfcff,,<div className="bg-[#fbfcff] rounded-[12px] p-8 h-full">
app/solutions/breast/page.tsx,64,#231010,,<h3 className="font-display font-light text-[#231010] text-xl mb-3">{item.title}</h3>
app/solutions/breast/page.tsx,65,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{item.description}</p>
app/solutions/breast/page.tsx,74,#fbfcff,,<section className="relative py-10 md:py-[76px] bg-[#fbfcff]">
app/solutions/breast/page.tsx,77,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Featured Innovation</span>
app/solutions/breast/page.tsx,78,#231010,,<h2 className="font-display font-light text-[#231010]">Discover Sientra</h2>
app/solutions/breast/page.tsx,95,#231010,,<h3 className="font-display font-light text-[#231010] text-3xl md:text-4xl mb-4">{featuredProduct.name}</h3>
app/solutions/breast/page.tsx,96,#D2A62C,,<p className="text-[14.6px] font-light text-[#D2A62C] leading-[26px] mb-6">{featuredProduct.tagline}</p>
app/solutions/breast/page.tsx,97,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px] mb-8">{featuredProduct.description}</p>
app/solutions/breast/page.tsx,105,#efedea,,<section className="relative py-10 md:py-[76px] bg-[#efedea]">
app/solutions/breast/page.tsx,108,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Clinical Focus</span>
app/solutions/breast/page.tsx,109,#231010,,<h2 className="font-display font-light text-[#231010]">Breast Applications</h2>
app/solutions/breast/page.tsx,114,#fbfcff,,<div className="bg-[#fbfcff] rounded-[12px] p-8 h-full">
app/solutions/breast/page.tsx,115,#231010,,<h3 className="font-display font-light text-[#231010] text-xl mb-3">{item.title}</h3>
app/solutions/breast/page.tsx,116,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{item.description}</p>
app/solutions/breast/page.tsx,125,#fbfcff,,<section className="relative py-10 md:py-[76px] bg-[#fbfcff]">
app/solutions/breast/page.tsx,128,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Product Portfolio</span>
app/solutions/breast/page.tsx,129,#231010,,<h2 className="font-display font-light text-[#231010]">Explore Breast Solutions</h2>
app/solutions/breast/page.tsx,135,#efedea,,<div className="bg-[#efedea] rounded-[12px] p-8 h-full transition-colors duration-200">
app/solutions/breast/page.tsx,136,#231010 | #D2A62C,,<h3 className="font-display font-light text-[#231010] text-xl mb-3 group-hover:text-[#D2A62C] transition-colors">{product.title}</h3>
app/solutions/breast/page.tsx,137,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px] mb-4">{product.description}</p>
app/solutions/breast/page.tsx,138,#D2A62C,,<div className="flex items-center text-[13px] font-normal text-[#D2A62C] transition-transform group-hover:translate-x-1">
app/solutions/face/page.tsx,40,#d7d7d7,,<div className="absolute inset-0 bg-[#d7d7d7]" />
app/solutions/face/page.tsx,55,#d2a62c,,<div className="flex items-center gap-2 uppercase text-[#d2a62c]">
app/solutions/face/page.tsx,64,#231010,,<h1 className="font-display font-light text-[#231010] text-[80px] text-center tracking-[-1.28px] leading-[0.9] w-full">
app/solutions/face/page.tsx,69,#231010,,<p className="text-[18px] font-light text-[#231010] text-center leading-[1.6] w-full">
app/solutions/face/page.tsx,77,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/solutions/face/page.tsx,80,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/solutions/face/page.tsx,84,#231010,,<h2 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] text-center tracking-[-1px] leading-none">
app/solutions/face/page.tsx,104,#231010,,<h3 className="text-[15.3px] font-medium tracking-[0.4px] text-[#231010] leading-[24px]">
app/solutions/face/page.tsx,107,#231010,,<p className="text-[12.8px] font-light text-[#231010] leading-[22.75px]">
app/solutions/face/page.tsx,117,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/solutions/face/page.tsx,121,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/solutions/face/page.tsx,160,#231010,,<p className="text-[14.6px] font-normal text-[#231010]/60 leading-[25.6px]">
app/solutions/face/page.tsx,173,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/solutions/face/page.tsx,177,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/solutions/face/page.tsx,222,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/solutions/face/page.tsx,226,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/solutions/face/page.tsx,257,#231010,,<div className="flex items-center text-[13.1px] font-medium text-[#231010] leading-[20px] transition-transform group-hover:translate-x-1">
app/solutions/international/page.tsx,61,#231010,,<div className="absolute inset-0 bg-[#231010]/60" />
app/solutions/international/page.tsx,64,#fbfcff,,<h1 className="font-display font-light text-[#fbfcff] text-4xl md:text-6xl mb-6">The International Hub of Tiger BioSciences</h1>
app/solutions/international/page.tsx,75,#fbfcff | #efedea,,<section id={sectionIdx === 0 ? "engineering" : undefined} key={sectionIdx} className={`relative ${sectionIdx === 0 ? 'pt-20 pb-24 md:pt-28 md:pb-36' : 'py-10 md:py-[76px]'} ${sectionIdx % 2 === 0 ? 'bg-[#fbfcff]' : 'bg-[#efedea]'}`}>
app/solutions/international/page.tsx,95,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">{section.badge}</span>
app/solutions/international/page.tsx,96,#231010,,<h2 className="font-display font-light text-[#231010] max-w-3xl">{section.title}</h2>
app/solutions/international/page.tsx,102,#231010,,<h3 className="text-xl font-medium text-[#231010]">{item.title}</h3>
app/solutions/international/page.tsx,103,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{item.description}</p>
app/solutions/international/page.tsx,113,#efedea,,<section className="relative py-10 md:py-[76px] bg-[#efedea]">
app/solutions/international/page.tsx,116,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Headquarters</span>
app/solutions/international/page.tsx,117,#231010,,<h2 className="font-display font-light text-[#231010] tracking-tight mb-2">Donaueschingen</h2>
app/solutions/international/page.tsx,120,#231010,,<p className="text-lg font-medium text-[#231010]">Tiger BioSciences International GmbH</p>
app/solutions/international/page.tsx,121,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">Dürrheimer Straße 37</p>
app/solutions/international/page.tsx,122,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">Donaueschingen; 78166 / Germany</p>
app/solutions/international/page.tsx,125,#D2A62C,,<a href="mailto:info@tiger-international.eu" className="text-[#D2A62C] hover:underline">
app/solutions/international/page.tsx,134,#fbfcff,,<section className="relative py-10 md:py-[76px] bg-[#fbfcff]">
app/solutions/international/page.tsx,136,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Global Reach</span>
app/solutions/international/page.tsx,137,#231010,,<h2 className="font-display font-light text-[#231010] tracking-tight mb-6">Bringing Regenerative Solutions Worldwide</h2>
app/solutions/international/page.tsx,138,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px] mb-10">From engineering to distribution; Tiger BioSciences International delivers proven cellular and tissue technologies across EU; MEA; and APAC markets.</p>
app/solutions/wound/page.tsx,41,#efedea | rgba(239;237;234;0.85) | rgba(239;237;234;0.4) | rgba(239;237;234;0) | linear-gradient(to top; #efedea 0%; rgba(239;237;234;0.85),,style={{ background: "linear-gradient(to top; #efedea 0%; rgba(239;237;234;0.85) 25%; rgba(239;237;234;0.4) 55%; rgba(239;237;234;0) 100%)" }}
app/solutions/wound/page.tsx,44,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6">Wound Care</span>
app/solutions/wound/page.tsx,45,#231010,,<h1 className="font-display font-light text-[#231010] text-[clamp(40px;5vw;80px)] tracking-[-1.28px] leading-[0.9] mb-6">Chronic Wound Care</h1>
app/solutions/wound/page.tsx,51,#efedea | #fbfcff,,<section key={sectionIdx} className={`relative py-10 md:py-[76px] ${sectionIdx % 2 === 0 ? 'bg-[#efedea]' : 'bg-[#fbfcff]'}`}>
app/solutions/wound/page.tsx,54,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">{section.badge}</span>
app/solutions/wound/page.tsx,55,#231010,,<h2 className="font-display font-light text-[#231010]">{section.title}</h2>
app/solutions/wound/page.tsx,60,#fbfcff,,<div className="bg-[#fbfcff] rounded-[12px] p-8 h-full">
app/solutions/wound/page.tsx,61,#231010,,<h3 className="font-display font-light text-[#231010] text-xl mb-3">{item.title}</h3>
app/solutions/wound/page.tsx,62,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{item.description}</p>
app/solutions/wound-care/page.tsx,50,#231010,,<div className="absolute inset-0 bg-[#231010]/60" />
app/solutions/wound-care/page.tsx,53,#fbfcff,,<h1 className="font-display font-light text-[#fbfcff] text-4xl md:text-6xl mb-6">Advanced tissue solutions for wound care</h1>
app/solutions/wound-care/page.tsx,63,#efedea,,<section id="intro" className="relative pt-20 pb-12 md:pt-28 md:pb-16 bg-[#efedea]">
app/solutions/wound-care/page.tsx,81,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/solutions/wound-care/page.tsx,84,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px] mt-4">
app/solutions/wound-care/page.tsx,93,#efedea | #fbfcff,,<section id={sectionIdx === 0 ? "capabilities" : undefined} key={sectionIdx} className={`relative py-10 md:py-[76px] ${sectionIdx % 2 === 0 ? 'bg-[#efedea]' : 'bg-[#fbfcff]'}`}>
app/solutions/wound-care/page.tsx,96,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">{section.badge}</span>
app/solutions/wound-care/page.tsx,97,#231010,,<h2 className="font-display font-light text-[#231010]">{section.title}</h2>
app/solutions/wound-care/page.tsx,102,#fbfcff,,<div className="bg-[#fbfcff] rounded-[12px] p-8 h-full">
app/solutions/wound-care/page.tsx,103,#231010,,<h3 className="font-display font-light text-[#231010] text-xl mb-3">{item.title}</h3>
app/solutions/wound-care/page.tsx,104,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{item.description}</p>
app/solutions/wound-care/page.tsx,114,#efedea,,<section className="relative py-10 md:py-[76px] bg-[#efedea]">
app/solutions/wound-care/page.tsx,117,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Our Products</span>
app/solutions/wound-care/page.tsx,118,#231010,,<h2 className="font-display font-light text-[#231010]">Comprehensive wound care solutions</h2>
app/solutions/wound-care/page.tsx,125,#fbfcff,,<div className="bg-[#fbfcff] rounded-[12px] p-8 h-full transition-colors duration-200">
app/solutions/wound-care/page.tsx,126,#231010 | #D2A62C,,<h3 className="font-display font-light text-[#231010] text-xl mb-3 group-hover:text-[#D2A62C] transition-colors">{product.title}</h3>
app/solutions/wound-care/page.tsx,127,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px] mb-4">{product.description}</p>
app/solutions/wound-care/page.tsx,128,#D2A62C,,<div className="flex items-center text-[13px] font-normal text-[#D2A62C] transition-transform group-hover:translate-x-1">
app/solutions/wound-care/page.tsx,144,#fbfcff,,<section className="relative py-10 md:py-[76px] bg-[#fbfcff]">
app/solutions/wound-care/page.tsx,146,#efedea,,<div className="rounded-[12px] bg-[#efedea] p-6 sm:p-10 md:p-16 lg:p-20 text-center">
app/solutions/wound-care/page.tsx,147,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 block">Ready to Transform Wound Care</span>
app/solutions/wound-care/page.tsx,148,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl mb-6">Advanced Solutions for Better Outcomes</h2>
app/style/glass-button/page.tsx,11,#D2A62C | #DF5630,,<section className="relative min-h-screen flex items-center justify-center bg-gradient-to-br from-[#D2A62C]/20 via-background to-[#DF5630]/20">
app/style/glass-button/page.tsx,126,#D2A62C | #D2A62C,,<div className="p-12 rounded-2xl bg-gradient-to-br from-[#D2A62C]/10 to-[#D2A62C]/5">
app/style/glass-button/page.tsx,127,#D2A62C,,<p className="text-sm font-medium text-[#D2A62C] mb-4">Aesthetics</p>
app/style/glass-button/page.tsx,129,#D2A62C,,<GlassButton size="md" className="border-[#D2A62C]/30">
app/style/glass-button/page.tsx,132,#D2A62C,,<GlassButton size="md" className="border-[#D2A62C]/30">
app/style/glass-button/page.tsx,140,#DF5630 | #DF5630,,<div className="p-12 rounded-2xl bg-gradient-to-br from-[#DF5630]/10 to-[#DF5630]/5">
app/style/glass-button/page.tsx,141,#DF5630,,<p className="text-sm font-medium text-[#DF5630] mb-4">Wound Care</p>
app/style/glass-button/page.tsx,143,#DF5630,,<GlassButton size="md" className="border-[#DF5630]/30">
app/style/glass-button/page.tsx,146,#DF5630,,<GlassButton size="md" className="border-[#DF5630]/30">
app/style/glass-button/page.tsx,154,#0066CC | #0066CC,,<div className="p-12 rounded-2xl bg-gradient-to-br from-[#0066CC]/10 to-[#0066CC]/5">
app/style/glass-button/page.tsx,155,#0066CC,,<p className="text-sm font-medium text-[#0066CC] mb-4">International</p>
app/style/glass-button/page.tsx,157,#0066CC,,<GlassButton size="md" className="border-[#0066CC]/30">
app/style/glass-button/page.tsx,160,#0066CC,,<GlassButton size="md" className="border-[#0066CC]/30">
app/style/page.tsx,15,#221010,,dark: '#221010';
app/style/page.tsx,16,#3D2B2B,,darkSoft: '#3D2B2B';
app/style/page.tsx,17,#FFFEFE,,sand: '#FFFEFE';         // Warm off-white per brand spec
app/style/page.tsx,18,#F6F2EB,,cream: '#F6F2EB';        // Warm cream per brand spec
app/style/page.tsx,19,#F8F8F8,,linen: '#F8F8F8';        // Light off-white for subtle contrast
app/style/page.tsx,20,#E8E8E8,,bone: '#E8E8E8';         // Lighter neutral for borders
app/style/page.tsx,21,#EFECE9,,warmWhite: '#EFECE9';    // Warm white per brand spec
app/style/page.tsx,22,#D2A62C,,gold: '#D2A62C';         // Aesthetic Gold per brand spec
app/style/page.tsx,23,#F5EDD0,,goldLight: '#F5EDD0';    // Light gold tint
app/style/page.tsx,24,#C03227,,tigerRed: '#C03227';     // Tiger Bio primary (now primary accent)
app/style/page.tsx,25,#DF512B,,orange: '#DF512B';       // Wound Care division
app/style/page.tsx,26,#2D5782,,blue: '#2D5782';         // International division
app/style/page.tsx,27,#E8735A,,coral: '#E8735A';        // Dermatology division
app/style/page.tsx,28,#FAFAF9,,n50: '#FAFAF9';
app/style/page.tsx,29,#F5F5F4,,n100: '#F5F5F4';
app/style/page.tsx,30,#E7E5E4,,n200: '#E7E5E4';
app/style/page.tsx,31,#D6D3D1,,n300: '#D6D3D1';
app/style/page.tsx,32,#A8A29E,,n400: '#A8A29E';
app/style/page.tsx,33,#78716C,,n500: '#78716C';
app/style/page.tsx,34,#57534E,,n600: '#57534E';
app/style/page.tsx,35,#44403C,,n700: '#44403C';
app/style/page.tsx,36,#FFFFFF,,white: '#FFFFFF';
app/style/page.tsx,37,#000000,,black: '#000000';
app/style/page.tsx,103,#DF512B,,hex: '#DF512B';
app/style/page.tsx,114,#DF512B,,colorUsage: 'Tiger Orange (#DF512B) as primary accent. Orange CTAs; orange data highlights; orange section markers.';
app/style/page.tsx,118,#df512b | #c03a12 | #2A0E06 | rgba(223;81;43;0.55) | rgba(223;81;43;0) | rgba(192;58;18;0.5) | rgba(192;58;18;0) | rgba(240;105;60;0.6) | rgba(240;105;60;0) | radial-gradient(circle at 15% 25%; #df512b 0%; rgba(223;81;43;0.55) | radial-gradient(circle at 80% 65%; #c03a12 0%; rgba(192;58;18;0.5) | radial-gradient(circle at 50% 8%; rgba(240;105;60;0.6),,css: 'radial-gradient(circle at 15% 25%; #df512b 0%; rgba(223;81;43;0.55) 22%; rgba(223;81;43;0) 52%); radial-gradient(circle at 80% 65%; #c03a12 0%; rgba(192;58;18;0.5) 20%; rgba(192;58;18;0) 48%); radial-gradient(circle at 50% 8%; rgba(240;105;60;0.6) 0%; rgba(240;105;60;0) 42%); #2A0E06';
app/style/page.tsx,125,#D2A62C,,hex: '#D2A62C';
app/style/page.tsx,139,#D2A62C,,colorUsage: 'Aesthetic Gold (#D2A62C) as primary accent. Gold CTAs; gold badges; gold section markers. Never orange.';
app/style/page.tsx,150,#C03227,,hex: '#C03227';
app/style/page.tsx,163,#DF512B,,colorUsage: 'Tiger Orange (#DF512B) as primary. Heavy use of data cards; charts; and spec tables. Mono typography for technical data.';
app/style/page.tsx,174,#E8735A,,hex: '#E8735A';
